"id","site_name","lac_id","cell_name","cell_id","laccellid","antenna_direction","cell_beamspan","cell_beamrange","latitude","longitude","site_address","union_ward","thana","district","division","bts_type","operator","cell_type_2g_3g","createat","updateat"
"19","DHK_G2535","101","DHK_G2535_3","25343","10125343","230","120","1000","24.73123","90.6773","Pachar Bazar,Gauripur,Mymensingh","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"20","DHK_G2535","101","DHK_G2535_4","25344","10125344","320","120","1000","24.73123","90.6773","Pachar Bazar,Gauripur,Mymensingh","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"21","DHK_G2535","101","DHK_G2535_6","25346","10125346","230","120","1000","24.73123","90.6773","Pachar Bazar,Gauripur,Mymensingh","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"22","DHK_W5257","101","DHK_W5257_1","25610","10125610","0","120","1000","24.86721","90.683","Chollisha Bazar, Netrokona.","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"23","DHK_W5257","101","DHK_W5257_2","25620","10125620","120","120","1000","24.86721","90.683","Chollisha Bazar, Netrokona.","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"24","DHK_W5257","101","DHK_W5257_3","25630","10125630","240","120","1000","24.86721","90.683","Chollisha Bazar, Netrokona.","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"25","DHK_W5257","101","DHK_W5257_4","25640","10125640","0","120","1000","24.86721","90.683","Chollisha Bazar, Netrokona.","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"26","DHK_W5257","101","DHK_W5257_5","25650","10125650","120","120","1000","24.86721","90.683","Chollisha Bazar, Netrokona.","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"27","DHK_X2566","101","DHK_X2566_1","25651","10125651","0","120","1000","24.89388","90.74093","Rajur Bazar(Medni) , Netrokona Sadar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"28","DHK_X2566","101","DHK_X2566_2","25652","10125652","110","120","1000","24.89388","90.74093","Rajur Bazar(Medni) , Netrokona Sadar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"29","DHK_X2566","101","DHK_X2566_3","25653","10125653","250","120","1000","24.89388","90.74093","Rajur Bazar(Medni) , Netrokona Sadar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"30","DHK_X2566","101","DHK_X2566_5","25655","10125655","110","120","1000","24.89388","90.74093","Rajur Bazar(Medni) , Netrokona Sadar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"31","DHK_W5257","101","DHK_W5257_6","25660","10125660","240","120","1000","24.86721","90.683","Chollisha Bazar, Netrokona.","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"32","DHK_W2568","101","DHK_W2568_1","25671","10125671","10","120","1000","24.87455","90.72896","House#1332/7, Muktarpur, Netrokona Sadar.","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"33","DHK_W2568","101","DHK_W2568_2","25672","10125672","130","120","1000","24.87455","90.72896","House#1332/7, Muktarpur, Netrokona Sadar.","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"34","DHK_W2568","101","DHK_W2568_3","25673","10125673","280","120","1000","24.87455","90.72896","House#1332/7, Muktarpur, Netrokona Sadar.","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"35","DHK_X5258","101","DHK_X5258_1","25710","10125710","10","120","1000","24.93212","90.75582","Baroari Bazar,Netrokona Sadar,Netrokona","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"36","DHK_X5258","101","DHK_X5258_2","25720","10125720","110","120","1000","24.93212","90.75582","Baroari Bazar,Netrokona Sadar,Netrokona","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"37","DHK_X5258","101","DHK_X5258_3","25730","10125730","250","120","1000","24.93212","90.75582","Baroari Bazar,Netrokona Sadar,Netrokona","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"38","DHK_X5258","101","DHK_X5258_4","25740","10125740","10","120","1000","24.93212","90.75582","Baroari Bazar,Netrokona Sadar,Netrokona","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"39","DHK_X5258","101","DHK_X5258_5","25750","10125750","110","120","1000","24.93212","90.75582","Baroari Bazar,Netrokona Sadar,Netrokona","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"40","DHK_X5258","101","DHK_X5258_6","25760","10125760","250","120","1000","24.93212","90.75582","Baroari Bazar,Netrokona Sadar,Netrokona","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"41","DHK_G5262","101","DHK_G5262_1","26110","10126110","10","120","1000","24.75446","90.7155","Bekhurati Bazar,Kendua,Netrokona","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"42","DHK_G5262","101","DHK_G5262_2","26120","10126120","100","120","1000","24.75446","90.7155","Bekhurati Bazar,Kendua,Netrokona","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"43","DHK_G5262","101","DHK_G5262_3","26130","10126130","240","120","1000","24.75446","90.7155","Bekhurati Bazar,Kendua,Netrokona","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"44","DHK_G5262","101","DHK_G5262_4","26140","10126140","10","120","1000","24.75446","90.7155","Bekhurati Bazar,Kendua,Netrokona","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"45","DHK_G5262","101","DHK_G5262_5","26150","10126150","100","120","1000","24.75446","90.7155","Bekhurati Bazar,Kendua,Netrokona","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"46","DHK_G5262","101","DHK_G5262_6","26160","10126160","240","120","1000","24.75446","90.7155","Bekhurati Bazar,Kendua,Netrokona","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"47","DHK_X5263","101","DHK_X5263_1","26210","10126210","20","120","1000","24.71129","90.69693","Bhuiyan Bazar, Kendua, Netrokona, Dhaka","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"48","DHK_X5263","101","DHK_X5263_2","26220","10126220","130","120","1000","24.71129","90.69693","Bhuiyan Bazar, Kendua, Netrokona, Dhaka","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"49","DHK_X5263","101","DHK_X5263_3","26230","10126230","240","120","1000","24.71129","90.69693","Bhuiyan Bazar, Kendua, Netrokona, Dhaka","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","BANGLALINK","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"50","CXKAB1","22003","CXKAB1A","8057","220038057","350","120","1000","21.61","91.981","Kayedabad Bazar, COX BAZAR  BD","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"51","CXKAB1","22003","CXKAB1B","8058","220038058","150","120","1000","21.61","91.981","Kayedabad Bazar, COX BAZAR  BD","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"52","CXKAB1","22003","CXKAB1C","8059","220038059","230","120","1000","21.61","91.981","Kayedabad Bazar, COX BAZAR  BD","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"53","CXFIS1","22003","CXFIS1A","8045","220038045","20","120","1000","21.603","92.0614","Fasiakhali.Notun offcie Islampur, COX BAZAR  BD","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"54","CXFIS1","22003","CXFIS1B","8046","220038046","185","120","1000","21.603","92.0614","Fasiakhali.Notun offcie Islampur, COX BAZAR  BD","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"55","CXFIS1","22003","CXFIS1C","8047","220038047","235","120","1000","21.603","92.0614","Fasiakhali.Notun offcie Islampur, COX BAZAR  BD","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"56","CXKKB1","22003","CXKKB1D","3117","220033117","115","120","1000","21.616","92.0701","Kutakhali,Kutakhali,Chokoria,Coxs Bazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"57","CXKTB1","22002","CXKTB1D","3119","220023119","90","120","1000","21.2757","92.1035","Fazlul Haque Plaza, Court Bazar, Ratna Palong, Ukhiya, Coxsbazar,,CoxsBazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"58","CXMHK2","22003","CXMHK2E","3118","220033118","180","120","1000","21.52","91.9642","Gorokghata Thana Parisad Area,Gorokghata Bazar,Moheshkhali,CoxsBazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"59","CXCRG1","22003","CXCRG1D","3116","220033116","100","120","1000","21.7642","92.0757","Chakaria New Market, Block D, Ward No. 2, Cheringa, Chakaria, Coxs Bazar,Coxs Bazar Sadar,Coxs Bazar Sadar,CoxsBazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"60","CXSMP1","22002","CXSMP1D","1187","220021187","135","120","1000","21.0756","92.1432","Shamlapur,Baharchora,Teknaf,Coxs Bazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"61","CXINN1","22002","CXINN1A","44476","2200244476","5","120","1000","21.2228","92.0499","Mohammad Shofir Bil Patowar Tek,Inani,Ukhia,Coxs Bazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"62","CXINN1","22002","CXINN1B","44477","2200244477","180","120","1000","21.2228","92.0499","Mohammad Shofir Bil Patowar Tek,Inani,Ukhia,Coxs Bazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"63","CXBDR1","22002","CXBDR1A","44473","2200244473","100","120","1000","20.8719","92.2816","JCO Family Quarter, 42 Border Guard Battalion, Teknaf,Teknaf,Teknaf,Coxs Bazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"64","CXBDR1","22002","CXBDR1B","44474","2200244474","190","120","1000","20.8719","92.2816","JCO Family Quarter, 42 Border Guard Battalion, Teknaf,Teknaf,Teknaf,Coxs Bazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"65","CXBDR1","22002","CXBDR1C","44475","2200244475","280","120","1000","20.8719","92.2816","JCO Family Quarter, 42 Border Guard Battalion, Teknaf,Teknaf,Teknaf,Coxs Bazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"66","CXVLK1","22002","CXVLK1C","44442","2200244442","250","120","1000","21.2852","92.1424","Valukia Palong,Sag Bhoitha,Ukhiya,CoxsBazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"67","CXBHK1","22003","CXBHK1A","3532","220033532","15","120","1000","21.7834","92.0218","Bohaddarkata,Bheola Manik Char,Chakaria,Cox S Bazar, COXBAZAR  BD","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"68","CXWKK1","22002","CXWKK1A","23772","2200223772","150","120","1000","21.1158","92.1983","Whychong,Teknaf,Coxs Bazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"69","CXBHK1","22003","CXBHK1B","3533","220033533","140","120","1000","21.7834","92.0218","Bohaddarkata,Bheola Manik Char,Chakaria,Cox S Bazar, COXBAZAR  BD","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"70","CXWKK1","22002","CXWKK1B","23773","2200223773","230","120","1000","21.1158","92.1983","Whychong,Teknaf,Coxs Bazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"71","CXMHKM","22003","CXMHKMA","65251","2200365251","360","120","1000","21.5246","91.8964","Coxs Bazar, Coxs Bazar  BD","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"72","CXBHK1","22003","CXBHK1C","3534","220033534","275","120","1000","21.7834","92.0218","Bohaddarkata,Bheola Manik Char,Chakaria,Cox S Bazar, COXBAZAR  BD","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"73","CXWKK1","22002","CXWKK1C","23774","2200223774","340","120","1000","21.1158","92.1983","Whychong,Teknaf,Coxs Bazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"74","CXUKA1","22002","CXUKA1C","23735","2200223735","220","120","1000","21.2154","92.1672","Kutupalong Kachbunia,Ukhia,Coxs Bazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"75","CXPTL3","22002","CXPTL3A","3896","220023896","0","120","1000","21.4307","91.9841","Pahartoli 3,Jhilwanja,Cox s Bazar Sadar,Chittagong, CHITTAGONG  BD","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"76","CXPTL3","22002","CXPTL3B","3897","220023897","110","120","1000","21.4307","91.9841","Pahartoli 3,Jhilwanja,Cox s Bazar Sadar,Chittagong, CHITTAGONG  BD","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"77","CXHBG1","22003","CXHBG1E","764","22003764","160","120","1000","21.8474","92.0556","Harbang,Chokoria,Chokoria,Coxsbazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"78","CXPTL3","22002","CXPTL3C","3898","220023898","240","120","1000","21.4307","91.9841","Pahartoli 3,Jhilwanja,Cox s Bazar Sadar,Chittagong, CHITTAGONG  BD","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"79","CXMRC1","22002","CXMRC1E","816","22002816","175","120","1000","21.3095","92.096","Morichapalong,Ukhia,CoxsBazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"80","CXYSK1","22003","CXYSK1A","997","22003997","10","120","1000","21.7018","91.9254","Younuskhali Bazar, Kalamarchara, Maheskhali, Coxs Bazar, COXS BAZAR  BD","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"81","CXVRK1","22003","CXVRK1A","65274","2200365274","0","120","1000","21.4982","92.0361","Varunkhali Bazar,Coxs Bazar,Coxs Bazar Sadar,Coxs Bazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"82","CXYSK1","22003","CXYSK1B","1124","220031124","195","120","1000","21.7018","91.9254","Younuskhali Bazar, Kalamarchara, Maheskhali, Coxs Bazar, COXS BAZAR  BD","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"83","CXVRK1","22003","CXVRK1B","65275","2200365275","90","120","1000","21.4982","92.0361","Varunkhali Bazar,Coxs Bazar,Coxs Bazar Sadar,Coxs Bazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"84","CXYSK1","22003","CXYSK1C","1125","220031125","290","120","1000","21.7018","91.9254","Younuskhali Bazar, Kalamarchara, Maheskhali, Coxs Bazar, COXS BAZAR  BD","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"85","CXVRK1","22003","CXVRK1C","65276","2200365276","220","120","1000","21.4982","92.0361","Varunkhali Bazar,Coxs Bazar,Coxs Bazar Sadar,Coxs Bazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"86","CXGTL1","22003","CXGTL1A","13348","2200313348","18","120","1000","21.5702","92.0072","Coxs Bazar, Coxs Bazar  BD","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"87","CXGTL1","22003","CXGTL1B","13349","2200313349","110","120","1000","21.5702","92.0072","Coxs Bazar, Coxs Bazar  BD","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"88","CXGTL1","22003","CXGTL1C","13365","2200313365","180","120","1000","21.5702","92.0072","Coxs Bazar, Coxs Bazar  BD","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"89","CXMIA1","22003","CXMIA1C","23805","2200323805","250","120","1000","21.5205","92.0294","Choufaldondi,Choufaldondi,Coxs Bazar Sadar,CoxsBazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"90","CXBDK1","22003","CXBDK1E","55036","2200355036","245","120","1000","21.7179","91.9539","Mouza - Badarkhali Roghona, P.S: - Chokoria, Coxsbazar,Chokoria,CoxsBazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
